# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.503204159438610077e-02 9.348367154598236084e-02 7.813254594802856445e-01 2.503204159438610077e-02 9.348367154598236084e-02 7.813254594802856445e-01
1.000000000000000000e+03 4.172614216804504395e-02 1.673129037953913212e-03 6.049460917711257935e-02 4.172614216804504395e-02 1.673129037953913212e-03 6.049460917711257935e-02
2.000000000000000000e+03 3.319415077567100525e-02 1.435593294445425272e-04 4.659198224544525146e-02 3.319415077567100525e-02 1.435593294445425272e-04 4.659198224544525146e-02
3.000000000000000000e+03 2.851563878357410431e-02 4.779218579642474651e-05 4.138261824846267700e-02 2.851563878357410431e-02 4.779218579642474651e-05 4.138261824846267700e-02
4.000000000000000000e+03 2.114285714924335480e-02 4.656546298065222800e-05 3.411039710044860840e-02 2.114285714924335480e-02 4.656546298065222800e-05 3.411039710044860840e-02
5.000000000000000000e+03 1.772130839526653290e-02 4.069078568136319518e-05 3.090110793709754944e-02 1.772130839526653290e-02 4.069078568136319518e-05 3.090110793709754944e-02
6.000000000000000000e+03 1.620858535170555115e-02 2.352306182729080319e-05 2.822773531079292297e-02 1.620858535170555115e-02 2.352306182729080319e-05 2.822773531079292297e-02
7.000000000000000000e+03 1.088206935673952103e-02 2.469611717970110476e-05 1.792323961853981018e-02 1.088206935673952103e-02 2.469611717970110476e-05 1.792323961853981018e-02
8.000000000000000000e+03 9.843080304563045502e-03 1.761914791131857783e-05 1.261185854673385620e-02 9.843080304563045502e-03 1.761914791131857783e-05 1.261185854673385620e-02
9.000000000000000000e+03 7.157289423048496246e-03 1.148148021457018331e-05 1.011536270380020142e-02 7.157289423048496246e-03 1.148148021457018331e-05 1.011536270380020142e-02
1.000000000000000000e+04 5.836311727762222290e-03 1.085070562112377957e-05 9.362349286675453186e-03 5.836311727762222290e-03 1.085070562112377957e-05 9.362349286675453186e-03
1.100000000000000000e+04 6.338234990835189819e-03 4.091886876267381012e-05 8.929684758186340332e-03 6.338234990835189819e-03 4.091886876267381012e-05 8.929684758186340332e-03
1.200000000000000000e+04 4.877760540693998337e-03 6.181945991556858644e-06 9.038710966706275940e-03 4.877760540693998337e-03 6.181945991556858644e-06 9.038710966706275940e-03
1.300000000000000000e+04 4.588010720908641815e-03 4.901556167169474065e-06 8.877345360815525055e-03 4.588010720908641815e-03 4.901556167169474065e-06 8.877345360815525055e-03
1.400000000000000000e+04 4.356117919087409973e-03 5.850722573086386546e-06 8.632955141365528107e-03 4.356117919087409973e-03 5.850722573086386546e-06 8.632955141365528107e-03
1.500000000000000000e+04 4.441902507096529007e-03 2.888006292778300121e-06 8.566452190279960632e-03 4.441902507096529007e-03 2.888006292778300121e-06 8.566452190279960632e-03
1.500000000000000000e+04 4.441902507096529007e-03 2.888006292778300121e-06 8.566452190279960632e-03 4.441902507096529007e-03 2.888006292778300121e-06 8.566452190279960632e-03
1.600000000000000000e+04 3.117657499387860298e-03 1.069220161298289895e-06 4.745680838823318481e-03 4.441902507096529007e-03 2.888006292778300121e-06 8.566452190279960632e-03
1.700000000000000000e+04 1.947062439285218716e-03 1.873970859378459863e-06 1.889010891318321228e-03 4.441902507096529007e-03 2.888006292778300121e-06 8.566452190279960632e-03
1.800000000000000000e+04 1.006700680591166019e-03 1.550998376842471771e-06 1.085388124920427799e-03 4.441902507096529007e-03 2.888006292778300121e-06 8.566452190279960632e-03
1.900000000000000000e+04 3.641635703388601542e-04 6.927123763489362318e-07 1.551326713524758816e-04 4.441902507096529007e-03 2.888006292778300121e-06 8.566452190279960632e-03
2.000000000000000000e+04 1.810936810215935111e-04 4.610324708664848004e-07 7.631944026798009872e-05 4.441902507096529007e-03 2.888006292778300121e-06 8.566452190279960632e-03
2.100000000000000000e+04 8.714326395420357585e-05 3.733118205673235934e-07 2.540195782785303891e-05 4.441902507096529007e-03 2.888006292778300121e-06 8.566452190279960632e-03
2.200000000000000000e+04 4.295833059586584568e-05 1.547898591525154188e-07 1.799318670236971229e-05 4.441902507096529007e-03 2.888006292778300121e-06 8.566452190279960632e-03
2.286500000000000000e+04 3.169268165947869420e-05 1.437460355191433337e-07 1.325825269304914400e-05 3.169268165947869420e-05 1.437460355191433337e-07 1.325825269304914400e-05
