# x, y
0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 4.147063498137056325e-01 2.391730522026409567e+00
3.750000000000000000e+00 4.424078827535489478e-02 -3.558237830431812743e+00
1.250000000000000000e+00 6.301918708867640939e-01 -5.382072450306388589e+00
1.875000000000000000e+00 -1.767564074882250535e+00 -8.905286985926132992e-01
4.375000000000000000e+00 -1.037274119666657946e+00 7.899513867851931659e-01
3.125000000000000000e+00 1.358865288373474867e+00 4.279495377519429988e-01
6.250000000000000000e-01 2.664125379828631068e+00 -1.335931672868126752e+00
9.375000000000000000e-01 1.994142496062123460e+00 -3.151574733854285437e+00
3.437500000000000000e+00 1.039544541977968972e+00 -2.360247431438980747e+00
4.687500000000000000e+00 -4.502905940060000778e-01 2.710693808210010936e+00
2.187500000000000000e+00 -1.579927732850370470e+00 2.044688530936546567e+00
1.562500000000000000e+00 -9.782312681420939349e-01 -4.172627495651348717e+00
4.062500000000000000e+00 -8.667927030797961674e-01 -1.890013642847556019e+00
2.812500000000000000e+00 7.481111942016948069e-01 3.403142191123517790e+00
3.125000000000000000e-01 2.929898986592212928e+00 -4.738266499290691991e-01
4.687500000000000000e-01 2.830186299016769880e+00 -8.234094794486367386e-01
2.968750000000000000e+00 1.171588291528876669e+00 1.971480990514778764e+00
4.218750000000000000e+00 -1.057889222911741811e+00 -5.426012673043802970e-01
1.718750000000000000e+00 -1.502919418572648436e+00 -2.519091334179116348e+00
2.343750000000000000e+00 -1.154251145313950344e+00 3.369276265698241346e+00
4.843750000000000000e+00 -4.831666401623900022e-03 2.878701076157121452e+00
3.593750000000000000e+00 5.905248206842382830e-01 -3.299474435517233406e+00
1.093750000000000000e+00 1.403944583188934114e+00 -4.410330764661559044e+00
7.812500000000000000e-01 2.399955544622712988e+00 -2.092885067590431358e+00
3.281250000000000000e+00 1.308953959674021839e+00 -1.048556003843248652e+00
4.531250000000000000e+00 -8.203318103172199116e-01 1.942012809142655616e+00
2.031250000000000000e+00 -1.788074218324278153e+00 6.112419333716065939e-01
1.406250000000000000e+00 -2.238511623150691576e-01 -5.339517831865767228e+00
3.906250000000000000e+00 -4.787469401724235296e-01 -3.011801340340015454e+00
2.656250000000000000e+00 1.353570522066741832e-01 4.309495174797240757e+00
1.562500000000000000e-01 2.983119003040199058e+00 -2.180676569306440604e-01
2.343750000000000000e-01 2.961482168532383330e+00 -3.379485827812367393e-01
2.734375000000000000e+00 4.596374707674714677e-01 3.954448406133320937e+00
3.984375000000000000e+00 -6.948338908454421148e-01 -2.499725948372029549e+00
1.484375000000000000e+00 -6.241489072800798787e-01 -4.864127628726214070e+00
2.109375000000000000e+00 -1.712005497318635161e+00 1.334107907868293363e+00
