# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.987692434340715408e-03 1.969766616821289062e+01 0.000000000000000000e+00 1.000000070780515671e-02 1.919333008117973804e-03 2.015806388854980469e+01 0.000000000000000000e+00 1.000000070780515671e-02 1.098261495237193630e+00
1.000000000000000000e+03 8.687587251188233495e-05 1.466569025069475174e-03 3.864509823259254517e-10 5.733763799071311951e-03 7.596120121888816357e-05 1.008014776743948460e-03 3.864509823259254517e-10 5.733763799071311951e-03 1.000357873132055264e+00
2.000000000000000000e+03 6.682683306280523539e-05 1.689980039373040199e-03 2.834892737224592452e-11 5.015882197767496109e-03 6.234607280930504203e-05 1.018684590235352516e-03 2.834892737224592452e-11 5.015882197767496109e-03 1.000210935500256859e+00
3.000000000000000000e+03 3.965256473748013377e-05 1.613238593563437462e-03 1.076392447396656848e-12 4.123394377529621124e-03 3.384482624824158847e-05 7.182817789725959301e-04 1.076392447396656848e-12 4.123394377529621124e-03 1.000029512173283619e+00
4.000000000000000000e+03 3.889160507242195308e-05 1.158766215667128563e-03 2.207143356969254455e-10 2.046244451776146889e-03 2.878188570321071893e-05 2.446274156682193279e-04 2.207143356969254455e-10 2.046244451776146889e-03 1.000280639276694084e+00
5.000000000000000000e+03 2.094039336952846497e-05 2.326651156181469560e-04 2.089217687739619578e-12 1.247084874194115400e-04 1.799341225705575198e-05 6.658139172941446304e-04 2.089217687739619578e-12 1.247084874194115400e-04 9.999567639831157262e-01
6.000000000000000000e+03 1.245749535883078352e-05 1.644541393034160137e-03 2.569107060423903022e-08 1.555720956503137131e-07 1.228605015057837591e-05 2.019696170464158058e-03 2.569107060423903022e-08 1.555720956503137131e-07 9.991494260895239510e-01
7.000000000000000000e+03 2.886073843910708092e-06 3.365342854522168636e-05 2.958189249113729602e-13 4.101118520338786766e-07 6.549995759996818379e-06 3.506076755002140999e-04 2.958189249113729602e-13 4.101118520338786766e-07 9.999826719247348894e-01
8.000000000000000000e+03 1.784032065188512206e-06 1.735753176035359502e-05 3.752553823233029107e-14 7.814584535026369849e-08 7.687037395953666419e-06 2.657212608028203249e-04 3.752553823233029107e-14 7.814584535026369849e-08 9.999752749040820010e-01
9.000000000000000000e+03 1.011373456094588619e-06 1.120850993174826726e-05 3.332056852656251067e-12 4.583876034303102642e-08 1.165678804682102054e-05 2.200952148996293545e-04 3.332056852656251067e-12 4.583876034303102642e-08 9.999728444507395286e-01
1.000000000000000000e+04 5.796234745503170416e-07 5.695774689229438081e-06 4.046762924758695590e-14 9.533541955875080021e-09 1.575875648995861411e-05 1.834578433772549033e-04 4.046762924758695590e-14 9.533541955875080021e-09 9.999474098545132472e-01
