# x, y
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000056e-01
1.000000000000000000e+01 3.439900159495918458e-02 3.112125178571525375e-01
7.500000000000000000e+00 -5.080100173791873841e-02 6.076739353717551140e+00
2.500000000000000000e+00 -3.499753704046311420e-02 6.172807721251866830e+00
3.750000000000000000e+00 -1.732973857990354749e-01 4.364094687034997477e+00
8.750000000000000000e+00 -1.462353486871142971e-01 5.392362035216902605e+00
6.250000000000000000e+00 1.450675419960402723e-01 1.326180074895689787e+00
1.250000000000000000e+00 5.516149104960855337e-02 2.696198152432696116e+00
1.875000000000000000e+00 -1.180643038650934507e-01 5.628949508902722165e+00
6.875000000000000000e+00 -1.823649093547025646e-01 4.818607230292698773e+00
9.375000000000000000e+00 1.269254235292284483e-01 2.103621896881545439e+00
4.375000000000000000e+00 1.227756144774766606e-01 9.908299162940568117e-01
3.125000000000000000e+00 -6.251705179544736479e-02 6.004312684808459366e+00
8.125000000000000000e+00 -3.864742202174398927e-02 6.150736202416034359e+00
5.625000000000000000e+00 1.428412009656290782e-02 1.866121525453842134e-01
6.250000000000000000e-01 5.232094921266797205e-02 4.265794024046542510e-01
9.375000000000000000e-01 1.353815857301396419e-01 1.148434588442906801e+00
5.937500000000000000e+00 6.325028156931539192e-02 4.998878460357986664e-01
8.437500000000000000e+00 -6.998949764776445093e-02 5.957334354113476671e+00
3.437500000000000000e+00 -1.319778104140459374e-01 5.518878185469893616e+00
4.687500000000000000e+00 4.272289664497082307e-02 3.641603156927915586e-01
9.687500000000000000e+00 1.087838801715812209e-01 8.518830703421459427e-01
7.187500000000000000e+00 -1.050280097547935942e-01 5.724178930943531363e+00
2.187500000000000000e+00 -5.616102686507988551e-02 6.043770793882280223e+00
1.562500000000000000e+00 -1.823159512795672621e-01 4.603363940131660392e+00
6.562500000000000000e+00 2.959332024470762938e-03 3.023739465724801345e+00
9.062500000000000000e+00 -1.529162230143392698e-01 4.098955774827490295e+00
4.062500000000000000e+00 9.747141253282542994e-02 2.387447194899956937e+00
2.812500000000000000e+00 -3.654797472531842034e-02 6.163442477934236052e+00
7.812500000000000000e+00 -3.395354609730464462e-02 6.179099053212062209e+00
5.312500000000000000e+00 2.331975649026128976e-04 1.013994853414401376e-01
3.125000000000000000e-01 1.038419937651113151e-02 1.628575696572900633e-01
4.687500000000000000e-01 2.592826871336404229e-02 2.582646460852836556e-01
5.468750000000000000e+00 4.250451506018662444e-03 1.256595605029320328e-01
7.968750000000000000e+00 -3.379892233231464316e-02 6.180031537647108664e+00
2.968750000000000000e+00 -4.551434113230477113e-02 6.109051173822287240e+00
4.218750000000000000e+00 1.500285045049876420e-01 1.569299454821819984e+00
9.218750000000000000e+00 -8.465876631749805897e-03 3.092548070938605065e+00
6.718750000000000000e+00 -1.471253998870266644e-01 4.040953737075889229e+00
1.718750000000000000e+00 -1.626174432053509866e-01 5.215948977898687389e+00
2.343750000000000000e+00 -4.199221940263107161e-02 6.130471027459265088e+00
7.343750000000000000e+00 -7.168041405182065673e-02 5.946607681991593175e+00
9.843750000000000000e+00 6.566982498405747604e-02 5.164979841774890446e-01
4.843750000000000000e+00 2.008736931851735907e-02 2.221747554096103194e-01
3.593750000000000000e+00 -1.739802981988123332e-01 5.048479545290414983e+00
8.593750000000000000e+00 -1.024793536672500699e-01 5.742113985658328978e+00
6.093750000000000000e+00 1.058352994824850318e-01 8.254261308761829952e-01
1.093750000000000000e+00 1.458082759839119946e-01 1.796291361368176354e+00
7.812500000000000000e-01 9.165809419906634226e-02 7.072970486399557943e-01
5.781250000000000000e+00 3.283170851937584900e-02 3.013569636259937345e-01
8.281250000000000000e+00 -4.980948024896186821e-02 6.082812412663584745e+00
3.281250000000000000e+00 -9.089587086109553182e-02 5.821401953154634157e+00
