# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.631004806768032722e-06 1.755894422531127930e+00 1.735915541648864746e-01 4.902427643537521362e-02 1.492013552706339397e-06 1.748557090759277344e+00 1.735915541648864746e-01 4.902427643537521362e-02 1.042935865558856756e+00
1.000000000000000000e+03 1.832502789511636365e-06 5.212887772358953953e-04 9.944298856590094715e-12 8.750697597861289978e-03 1.610742174307233654e-06 4.378808371257036924e-04 9.944298856590094715e-12 8.750697597861289978e-03 9.998640308438194735e-01
2.000000000000000000e+03 1.938005652846186422e-06 8.701008046045899391e-04 6.703318455869577974e-12 7.831263355910778046e-03 1.703218003967776895e-06 5.620673182420432568e-04 6.703318455869577974e-12 7.831263355910778046e-03 9.999728030173860027e-01
3.000000000000000000e+03 2.807256350934039801e-05 1.138635328970849514e-03 2.529434439679789648e-10 6.759823765605688095e-03 2.962271537398919463e-05 3.700965316966176033e-04 2.529434439679789648e-10 6.759823765605688095e-03 9.999321318224159150e-01
4.000000000000000000e+03 3.792879215325228870e-05 9.726732969284057617e-04 4.496403249731883989e-11 5.691359750926494598e-03 2.070681512122973800e-05 1.166843867395073175e-04 4.496403249731883989e-11 5.691359750926494598e-03 9.999791702530703708e-01
5.000000000000000000e+03 1.870945379778277129e-05 1.970456168055534363e-02 1.965640450407590833e-08 5.046203732490539551e-03 5.262790182314347476e-06 2.128975652158260345e-02 1.965640450407590833e-08 5.046203732490539551e-03 1.003832145768031703e+00
6.000000000000000000e+03 8.121115570247638971e-06 1.016317182802595198e-04 3.122502256758252770e-15 6.866334588266909122e-04 1.007387618301436305e-05 1.960420049726963043e-03 3.122502256758252770e-15 6.866334588266909122e-04 9.999799472119810240e-01
7.000000000000000000e+03 5.542456165130715817e-06 1.327413483522832394e-04 9.407020051810377481e-09 8.898966916603967547e-05 1.566587161505594850e-05 5.325583741068840027e-03 9.407020051810377481e-09 8.898966916603967547e-05 1.000223898557292657e+00
8.000000000000000000e+03 3.364828671692521311e-06 4.938118945574387908e-05 5.863365348801607979e-16 8.153934686561115086e-06 1.517210148449521512e-05 6.542123388499021530e-03 5.863365348801607979e-16 8.153934686561115086e-06 9.999461393070453452e-01
9.000000000000000000e+03 1.950902742464677431e-06 5.579215358011424541e-04 1.892805130410124548e-06 1.464973593101603910e-05 1.294628236792050302e-05 8.387353271245956421e-03 1.892805130410124548e-06 1.464973593101603910e-05 1.000535806153443064e+00
1.000000000000000000e+04 1.196043626805476379e-06 5.063014396000653505e-05 9.798705846719713008e-09 2.112911943186190911e-06 1.193010029965080321e-05 7.518831640481948853e-03 9.798705846719713008e-09 2.112911943186190911e-06 9.999817364121189600e-01
1.100000000000000000e+04 7.685413834224164020e-07 4.628846727428026497e-05 2.581956870528756554e-11 1.065197807292861398e-06 1.143089866673108190e-05 7.712078746408224106e-03 2.581956870528756554e-11 1.065197807292861398e-06 9.999280265506199639e-01
1.200000000000000000e+04 5.255058113107224926e-07 4.512895611696876585e-05 2.897716788741178107e-13 1.018732291413471103e-06 1.139800770033616573e-05 7.921784184873104095e-03 2.897716788741178107e-13 1.018732291413471103e-06 9.999270091698756469e-01
1.300000000000000000e+04 3.803335744123614859e-07 4.450166306924074888e-05 6.916767159026449008e-11 1.437957394045952242e-06 1.188193891721311957e-05 8.134276606142520905e-03 6.916767159026449008e-11 1.437957394045952242e-06 9.999518780006768637e-01
1.400000000000000000e+04 2.823798297413304681e-07 4.337941209087148309e-05 1.060911358763405588e-08 9.352829124509298708e-07 1.304013767366996035e-05 8.271570317447185516e-03 1.060911358763405588e-08 9.352829124509298708e-07 9.999044134576947629e-01
1.500000000000000000e+04 2.154657465780474013e-07 4.100517617189325392e-05 1.754846615242833252e-11 6.995686021582514513e-07 1.473842075938591734e-05 8.520350791513919830e-03 1.754846615242833252e-11 6.995686021582514513e-07 9.999290565595017055e-01
1.600000000000000000e+04 1.835134213479250320e-07 3.895115514751523733e-05 1.561807927430436393e-08 8.491260246046294924e-07 1.734857505653053522e-05 8.624636568129062653e-03 1.561807927430436393e-08 8.491260246046294924e-07 9.999294763261609154e-01
1.700000000000000000e+04 1.770807642742511234e-07 3.972569174948148429e-05 8.331044742959647920e-10 2.566458192632126156e-07 2.052381569228600711e-05 8.684491738677024841e-03 8.331044742959647920e-10 2.566458192632126156e-07 9.998875839795450249e-01
1.800000000000000000e+04 1.803146005840972066e-07 3.334715438541024923e-05 3.359312827910798660e-12 5.491876891028368846e-07 2.470251820341218263e-05 8.711087517440319061e-03 3.359312827910798660e-12 5.491876891028368846e-07 9.999264011192869894e-01
1.900000000000000000e+04 1.901279205185346655e-07 2.938661418738774955e-05 2.681327382347831190e-11 5.349040179680741858e-07 2.935757402156013995e-05 8.689296431839466095e-03 2.681327382347831190e-11 5.349040179680741858e-07 9.999397573951641638e-01
2.000000000000000000e+04 2.030831325328108505e-07 2.556255822128150612e-05 1.088018564132653410e-14 4.525927863596734824e-07 3.440405271248891950e-05 8.613655343651771545e-03 1.088018564132653410e-14 4.525927863596734824e-07 9.999432293503556224e-01
